locus_id,gene,product,EC_number,extremophile
NZ_QGGM01000005.1,yhdG,putative amino acid permease YhdG,,Psychrobacter
NZ_QGGM01000005.1,davT,5-aminovalerate aminotransferase DavT,2.6.1.48,Psychrobacter
NZ_QGGM01000005.1,gabD,Succinate-semialdehyde dehydrogenase [NADP(+)] GabD,1.2.1.79,Psychrobacter
NZ_QGGM01000005.1,allR,HTH-type transcriptional repressor AllR,,Psychrobacter
NZ_QGGM01000005.1,aphA,Acetylpolyamine aminohydrolase,,Psychrobacter
NZ_QGGM01000005.1,frc_2,Formyl-coenzyme A transferase,2.8.3.16,Psychrobacter
NZ_QGGM01000005.1,mmgC_6,Acyl-CoA dehydrogenase,1.3.99.-,Psychrobacter
NZ_QGGM01000005.1,pcaR,Pca regulon regulatory protein,,Psychrobacter
NZ_QGGM01000005.1,qseF,Transcriptional regulatory protein QseF,,Psychrobacter
NZ_QGGM01000005.1,rtcB,RNA-splicing ligase RtcB,6.5.1.-,Psychrobacter
NZ_QGGM01000005.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000005.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000005.1,rtcA,RNA 3'-terminal phosphate cyclase,6.5.1.4,Psychrobacter
NZ_QGGM01000005.1,gltA_2,Glutamate synthase [NADPH] large chain,1.4.1.13,Psychrobacter
NZ_QGGM01000005.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000005.1,hmp,Flavohemoprotein,1.14.12.17,Psychrobacter
NZ_QGGM01000005.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000005.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000005.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000005.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000005.1,ycgL,Protein YcgL,,Psychrobacter
NZ_QGGM01000005.1,gcvT,Aminomethyltransferase,2.1.2.10,Psychrobacter
NZ_QGGM01000005.1,gcvH,Glycine cleavage system H protein,,Psychrobacter
NZ_QGGM01000005.1,yodC,Putative NAD(P)H nitroreductase YodC,1.-.-.-,Psychrobacter
NZ_QGGM01000005.1,gcvP,Glycine dehydrogenase (decarboxylating),1.4.4.2,Psychrobacter
NZ_QGGM01000005.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000005.1,rnd,Ribonuclease D,3.1.13.5,Psychrobacter
NZ_QGGM01000005.1,recR,Recombination protein RecR,,Psychrobacter
NZ_QGGM01000005.1,,Nucleoid-associated protein,,Psychrobacter
NZ_QGGM01000005.1,metZ,O-succinylhomoserine sulfhydrylase,2.5.1.-,Psychrobacter
NZ_QGGM01000005.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000005.1,cls_2,Cardiolipin synthase,2.7.8.-,Psychrobacter
NZ_QGGM01000005.1,yhjE,Inner membrane metabolite transport protein YhjE,,Psychrobacter
NZ_QGGM01000005.1,dus,putative tRNA-dihydrouridine synthase,1.-.-.-,Psychrobacter
NZ_QGGM01000005.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000005.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000005.1,sppA,Putative signal peptide peptidase SppA,3.4.21.-,Psychrobacter
NZ_QGGM01000005.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000005.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000005.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000005.1,lolD_1,Lipoprotein-releasing system ATP-binding protein LolD,3.6.3.-,Psychrobacter
NZ_QGGM01000006.1,occP,Octopine permease ATP-binding protein P,,Psychrobacter
NZ_QGGM01000006.1,artJ_1,ABC transporter arginine-binding protein 1 precursor,,Psychrobacter
NZ_QGGM01000006.1,artI,Putative ABC transporter arginine-binding protein 2 precursor,,Psychrobacter
NZ_QGGM01000006.1,artJ_2,ABC transporter arginine-binding protein 1 precursor,,Psychrobacter
NZ_QGGM01000006.1,artQ,Arginine ABC transporter permease protein ArtQ,,Psychrobacter
NZ_QGGM01000006.1,occM,Octopine transport system permease protein OccM,,Psychrobacter
NZ_QGGM01000006.1,,Ureidoglycolate lyase,4.3.2.3,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,hslO,33 kDa chaperonin,,Psychrobacter
NZ_QGGM01000006.1,gltI,Glutamate/aspartate periplasmic-binding protein precursor,,Psychrobacter
NZ_QGGM01000006.1,glnM,putative glutamine ABC transporter permease protein GlnM,,Psychrobacter
NZ_QGGM01000006.1,gltK,Glutamate/aspartate transport system permease protein GltK,,Psychrobacter
NZ_QGGM01000006.1,glnQ,Glutamine transport ATP-binding protein GlnQ,,Psychrobacter
NZ_QGGM01000006.1,norW,Nitric oxide reductase FlRd-NAD(+) reductase,1.18.1.-,Psychrobacter
NZ_QGGM01000006.1,lcfB_1,Long-chain-fatty-acid--CoA ligase,6.2.1.3,Psychrobacter
NZ_QGGM01000006.1,lcfB_2,Long-chain-fatty-acid--CoA ligase,6.2.1.3,Psychrobacter
NZ_QGGM01000006.1,,Methylmalonyl-CoA carboxyltransferase 12S subunit,2.1.3.1,Psychrobacter
NZ_QGGM01000006.1,menB,1%2C4-Dihydroxy-2-naphthoyl-CoA synthase,4.1.3.36,Psychrobacter
NZ_QGGM01000006.1,accA1,Acetyl-/propionyl-coenzyme A carboxylase alpha chain,,Psychrobacter
NZ_QGGM01000006.1,yngG,Hydroxymethylglutaryl-CoA lyase YngG,4.1.3.4,Psychrobacter
NZ_QGGM01000006.1,acdA,Acyl-CoA dehydrogenase,1.3.99.-,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,coaX,Type III pantothenate kinase,2.7.1.33,Psychrobacter
NZ_QGGM01000006.1,birA,Bifunctional ligase/repressor BirA,6.3.4.15,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,smc_1,Chromosome partition protein Smc,,Psychrobacter
NZ_QGGM01000006.1,zipA,Cell division protein ZipA,,Psychrobacter
NZ_QGGM01000006.1,ligA_2,DNA ligase,6.5.1.2,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,rimO_2,Ribosomal protein S12 methylthiotransferase RimO,,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,lrpC,HTH-type transcriptional regulator LrpC,,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,smpB,SsrA-binding protein,,Psychrobacter
NZ_QGGM01000006.1,coaD,Phosphopantetheine adenylyltransferase,2.7.7.3,Psychrobacter
NZ_QGGM01000006.1,fdx_2,Ferredoxin,,Psychrobacter
NZ_QGGM01000006.1,bioA,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,2.6.1.62,Psychrobacter
NZ_QGGM01000006.1,bioD,ATP-dependent dethiobiotin synthetase BioD,6.3.3.3,Psychrobacter
NZ_QGGM01000006.1,,tRNA-Met(cat),,Psychrobacter
NZ_QGGM01000006.1,kpsM,Polysialic acid transport protein KpsM,,Psychrobacter
NZ_QGGM01000006.1,kpsT,Polysialic acid transport ATP-binding protein KpsT,,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,kpsD,Polysialic acid transport protein KpsD precursor,,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,lepA,Elongation factor 4,3.6.5.-,Psychrobacter
NZ_QGGM01000006.1,lepB,Signal peptidase I,3.4.21.89,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,rnc,Ribonuclease 3,3.1.26.3,Psychrobacter
NZ_QGGM01000006.1,era,GTPase Era,,Psychrobacter
NZ_QGGM01000006.1,recO,DNA repair protein RecO,,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,,Outer membrane protein Omp38 precursor,,Psychrobacter
NZ_QGGM01000006.1,typA,GTP-binding protein TypA/BipA,,Psychrobacter
NZ_QGGM01000006.1,mscL,Large-conductance mechanosensitive channel,,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,mutM,Formamidopyrimidine-DNA glycosylase,3.2.2.23,Psychrobacter
NZ_QGGM01000006.1,relA,GTP pyrophosphokinase,2.7.6.5,Psychrobacter
NZ_QGGM01000006.1,rlmD,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,2.1.1.190,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,cysM,Cysteine synthase B,2.5.1.47,Psychrobacter
NZ_QGGM01000006.1,barA,Signal transduction histidine-protein kinase BarA,2.7.13.3,Psychrobacter
NZ_QGGM01000006.1,echA6,putative enoyl-CoA hydratase echA6,4.2.1.17,Psychrobacter
NZ_QGGM01000006.1,bcr,Bicyclomycin resistance protein,,Psychrobacter
NZ_QGGM01000006.1,fliY,Cystine-binding periplasmic protein precursor,,Psychrobacter
NZ_QGGM01000006.1,cheA,Chemotaxis protein CheA,2.7.13.3,Psychrobacter
NZ_QGGM01000006.1,cheY,Chemotaxis protein CheY,,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,rpsB,30S ribosomal protein S2,,Psychrobacter
NZ_QGGM01000006.1,tsf,Elongation factor Ts,,Psychrobacter
NZ_QGGM01000006.1,slt_1,Soluble lytic murein transglycosylase precursor,4.2.2.-,Psychrobacter
NZ_QGGM01000006.1,cidB,Holin-like protein CidB,,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,hflX,GTPase HflX,,Psychrobacter
NZ_QGGM01000006.1,plsC_1,1-acyl-sn-glycerol-3-phosphate acyltransferase,2.3.1.51,Psychrobacter
NZ_QGGM01000006.1,yhdN,General stress protein 69,1.1.1.-,Psychrobacter
NZ_QGGM01000006.1,fkpB,FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase,5.2.1.8,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,gstB_2,Glutathione S-transferase GST-6.0,2.5.1.18,Psychrobacter
NZ_QGGM01000006.1,lspA_1,Lipoprotein signal peptidase,3.4.23.36,Psychrobacter
NZ_QGGM01000006.1,ileS,Isoleucine--tRNA ligase,6.1.1.5,Psychrobacter
NZ_QGGM01000006.1,,Soluble secreted antigen MPT53 precursor,,Psychrobacter
NZ_QGGM01000006.1,ramA,(R)-stereoselective amidase,3.5.1.100,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,,putative FAD-linked oxidoreductase,1.-.-.-,Psychrobacter
NZ_QGGM01000006.1,serA,D-3-phosphoglycerate dehydrogenase,1.1.1.95,Psychrobacter
NZ_QGGM01000006.1,hiuH_2,5-hydroxyisourate hydrolase precursor,3.5.2.17,Psychrobacter
NZ_QGGM01000006.1,glpE_2,Thiosulfate sulfurtransferase GlpE,2.8.1.1,Psychrobacter
NZ_QGGM01000006.1,podJ_2,Localization factor PodJL,,Psychrobacter
NZ_QGGM01000006.1,ubiE_2,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,2.1.1.163,Psychrobacter
NZ_QGGM01000006.1,metX,Homoserine O-acetyltransferase,2.3.1.31,Psychrobacter
NZ_QGGM01000006.1,hemH,Ferrochelatase,4.99.1.1,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,fabG_4,3-oxoacyl-[acyl-carrier-protein] reductase FabG,1.1.1.100,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,polA,DNA polymerase I,2.7.7.7,Psychrobacter
NZ_QGGM01000006.1,ohrA,Organic hydroperoxide resistance protein OhrA,,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,prfC,Peptide chain release factor 3,,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000006.1,trpE_2,Anthranilate synthase component 1,4.1.3.27,Psychrobacter
NZ_QGGM01000006.1,,tRNA-Thr(tgt),,Psychrobacter
NZ_QGGM01000006.1,,tRNA-Tyr(gta),,Psychrobacter
NZ_QGGM01000006.1,,tRNA-Gly(tcc),,Psychrobacter
NZ_QGGM01000006.1,,tRNA-Thr(ggt),,Psychrobacter
NZ_QGGM01000007.1,fadD_2,Long-chain-fatty-acid--CoA ligase,6.2.1.3,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,ppx,Exopolyphosphatase,3.6.1.11,Psychrobacter
NZ_QGGM01000007.1,accA,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,6.4.1.2,Psychrobacter
NZ_QGGM01000007.1,tilS,tRNA(Ile)-lysidine synthase,6.3.4.19,Psychrobacter
NZ_QGGM01000007.1,bltD,Spermine/spermidine acetyltransferase,2.3.1.57,Psychrobacter
NZ_QGGM01000007.1,proC,Pyrroline-5-carboxylate reductase,1.5.1.2,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,thiD,Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,2.7.1.49,Psychrobacter
NZ_QGGM01000007.1,,tRNA-Ser(gct),,Psychrobacter
NZ_QGGM01000007.1,,tRNA-Arg(acg),,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,yrbG,Inner membrane protein YrbG,,Psychrobacter
NZ_QGGM01000007.1,panD,Aspartate 1-decarboxylase precursor,4.1.1.11,Psychrobacter
NZ_QGGM01000007.1,pth,Peptidyl-tRNA hydrolase,3.1.1.29,Psychrobacter
NZ_QGGM01000007.1,rplY,50S ribosomal protein L25,,Psychrobacter
NZ_QGGM01000007.1,prs,Ribose-phosphate pyrophosphokinase,2.7.6.1,Psychrobacter
NZ_QGGM01000007.1,,tRNA-Gln(ttg),,Psychrobacter
NZ_QGGM01000007.1,,tRNA-Gln(ttg),,Psychrobacter
NZ_QGGM01000007.1,ispE,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,2.7.1.148,Psychrobacter
NZ_QGGM01000007.1,lolB,Outer-membrane lipoprotein LolB precursor,,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,hemA,Glutamyl-tRNA reductase,1.2.1.70,Psychrobacter
NZ_QGGM01000007.1,,Soluble hydrogenase 42 kDa subunit,1.12.-.-,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,,Long-chain-fatty-acid--CoA ligase,6.2.1.3,Psychrobacter
NZ_QGGM01000007.1,fadH,2%2C4-dienoyl-CoA reductase [NADPH],1.3.1.34,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,lplA_1,Lipoate-protein ligase A,2.7.7.63,Psychrobacter
NZ_QGGM01000007.1,hcpC_2,Putative beta-lactamase HcpC precursor,3.5.2.6,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,lplA_2,Lipoate-protein ligase A,2.7.7.63,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,choA,Cholesterol oxidase precursor,1.1.3.6,Psychrobacter
NZ_QGGM01000007.1,trpB_1,Tryptophan synthase beta chain,4.2.1.20,Psychrobacter
NZ_QGGM01000007.1,yijE_2,putative inner membrane transporter yiJE,,Psychrobacter
NZ_QGGM01000007.1,nemA_2,N-ethylmaleimide reductase,1.-.-.-,Psychrobacter
NZ_QGGM01000007.1,yhhW_3,Quercetin 2%2C3-dioxygenase,1.13.11.24,Psychrobacter
NZ_QGGM01000007.1,,Ferredoxin--NADP reductase,1.18.1.2,Psychrobacter
NZ_QGGM01000007.1,acsA_3,Acetyl-coenzyme A synthetase,6.2.1.1,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,2.7.8.5,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,purL,Phosphoribosylformylglycinamidine synthase,6.3.5.3,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,tdh,L-threonine 3-dehydrogenase,1.1.1.103,Psychrobacter
NZ_QGGM01000007.1,kbl,2-amino-3-ketobutyrate coenzyme A ligase,2.3.1.29,Psychrobacter
NZ_QGGM01000007.1,pdxJ,Pyridoxine 5'-phosphate synthase,2.6.99.2,Psychrobacter
NZ_QGGM01000007.1,amiD,N-acetylmuramoyl-L-alanine amidase AmiD precursor,3.5.1.28,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,rsfS,Ribosomal silencing factor RsfS,,Psychrobacter
NZ_QGGM01000007.1,nadD,Nicotinate-nucleotide adenylyltransferase,2.7.7.18,Psychrobacter
NZ_QGGM01000007.1,pta,Phosphate acetyltransferase,2.3.1.8,Psychrobacter
NZ_QGGM01000007.1,ackA,Acetate kinase,2.7.2.1,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,lysA,Diaminopimelate decarboxylase,4.1.1.20,Psychrobacter
NZ_QGGM01000007.1,dapF,Diaminopimelate epimerase,5.1.1.7,Psychrobacter
NZ_QGGM01000007.1,xerC_1,Tyrosine recombinase XerC,,Psychrobacter
NZ_QGGM01000007.1,,2-oxoglutaramate amidase,3.5.1.111,Psychrobacter
NZ_QGGM01000007.1,rpoN,RNA polymerase sigma-54 factor,,Psychrobacter
NZ_QGGM01000007.1,hpf,Ribosome hibernation promoting factor,,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,rpoH,RNA polymerase sigma factor RpoH,,Psychrobacter
NZ_QGGM01000007.1,tusA_2,Sulfurtransferase TusA,,Psychrobacter
NZ_QGGM01000007.1,yfgC,TPR repeat-containing protein YfgC precursor,,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,rpsU,30S ribosomal protein S21,,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,,Cytochrome c-555 precursor,,Psychrobacter
NZ_QGGM01000007.1,tsaD,tRNA N6-adenosine threonylcarbamoyltransferase,2.3.1.-,Psychrobacter
NZ_QGGM01000007.1,crcB,Putative fluoride ion transporter CrcB,,Psychrobacter
NZ_QGGM01000007.1,hcpC_3,Putative beta-lactamase HcpC precursor,3.5.2.6,Psychrobacter
NZ_QGGM01000007.1,gltC_1,HTH-type transcriptional regulator GltC,,Psychrobacter
NZ_QGGM01000007.1,ydcV,Inner membrane ABC transporter permease protein YdcV,,Psychrobacter
NZ_QGGM01000007.1,potB,Spermidine/putrescine transport system permease protein PotB,,Psychrobacter
NZ_QGGM01000007.1,potA_1,Spermidine/putrescine import ATP-binding protein PotA,3.6.3.31,Psychrobacter
NZ_QGGM01000007.1,mtcA2,Carbonic anhydrase 2,4.2.1.1,Psychrobacter
NZ_QGGM01000007.1,gloA,Lactoylglutathione lyase,4.4.1.5,Psychrobacter
NZ_QGGM01000007.1,,putative MscS family protein.1 precursor,,Psychrobacter
NZ_QGGM01000007.1,,Cytochrome c',,Psychrobacter
NZ_QGGM01000007.1,hemF,Coproporphyrinogen-III oxidase%2C aerobic,1.3.3.3,Psychrobacter
NZ_QGGM01000007.1,ribA,GTP cyclohydrolase-2,3.5.4.25,Psychrobacter
NZ_QGGM01000007.1,dxs,1-deoxy-D-xylulose-5-phosphate synthase,2.2.1.7,Psychrobacter
NZ_QGGM01000007.1,suhB,Inositol-1-monophosphatase,3.1.3.25,Psychrobacter
NZ_QGGM01000007.1,wax-dgaT,O-acyltransferase WSD,2.3.1.20,Psychrobacter
NZ_QGGM01000007.1,thiG,Thiazole synthase,2.8.1.10,Psychrobacter
NZ_QGGM01000007.1,epsE_3,Type II secretion system protein E,,Psychrobacter
NZ_QGGM01000007.1,yabJ_2,Enamine/imine deaminase,3.5.4.-,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,mcrB_1,5-methylcytosine-specific restriction enzyme B,3.1.21.-,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,,tRNA-Pro(tgg),,Psychrobacter
NZ_QGGM01000007.1,,tRNA-Arg(tct),,Psychrobacter
NZ_QGGM01000007.1,,tRNA-His(gtg),,Psychrobacter
NZ_QGGM01000007.1,ureR,Urease operon transcriptional activator,,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,epsF_2,Type II secretion system protein F,,Psychrobacter
NZ_QGGM01000007.1,epsG_1,Type II secretion system protein G precursor,,Psychrobacter
NZ_QGGM01000007.1,dsbD_1,Thiol:disulfide interchange protein DsbD precursor,1.8.1.8,Psychrobacter
NZ_QGGM01000007.1,dsbD_2,Thiol:disulfide interchange protein DsbD precursor,1.8.1.8,Psychrobacter
NZ_QGGM01000007.1,,Putative phospholipase A1 precursor,3.1.1.32,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000007.1,fimA_1,Fimbrial protein precursor,,Psychrobacter
NZ_QGGM01000007.1,pulG,Type II secretion system protein G precursor,,Psychrobacter
NZ_QGGM01000007.1,pilE,Fimbrial protein precursor,,Psychrobacter
NZ_QGGM01000007.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,fadD_3,Long-chain-fatty-acid--CoA ligase,6.2.1.3,Psychrobacter
NZ_QGGM01000008.1,sadH_1,Putative oxidoreductase SadH,1.-.-.-,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,,Putative aminoglycoside phosphotransferase,2.7.1.-,Psychrobacter
NZ_QGGM01000008.1,acrC_2,Acryloyl-CoA reductase (NADH),1.3.1.95,Psychrobacter
NZ_QGGM01000008.1,sohB,putative protease SohB,3.4.21.-,Psychrobacter
NZ_QGGM01000008.1,aspS,Aspartate--tRNA ligase,6.1.1.12,Psychrobacter
NZ_QGGM01000008.1,htrB_2,Lipid A biosynthesis lauroyl acyltransferase,2.3.1.-,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,,Capsular polysaccharide phosphotransferase cps12A,2.7.-.-,Psychrobacter
NZ_QGGM01000008.1,ugd,UDP-glucose 6-dehydrogenase,1.1.1.22,Psychrobacter
NZ_QGGM01000008.1,,UDP-glucose 4-epimerase,5.1.3.2,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,lex1,Lipooligosaccharide biosynthesis protein lex-1,2.-.-.-,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,ilvE,Branched-chain-amino-acid aminotransferase,2.6.1.42,Psychrobacter
NZ_QGGM01000008.1,glnE,Glutamate-ammonia-ligase adenylyltransferase,2.7.7.42,Psychrobacter
NZ_QGGM01000008.1,tusD,Sulfurtransferase TusD,2.8.1.-,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,tusE,Sulfurtransferase TusE,2.8.1.-,Psychrobacter
NZ_QGGM01000008.1,trmL,tRNA (cytidine(34)-2'-O)-methyltransferase,2.1.1.207,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,hemN_1,Oxygen-independent coproporphyrinogen-III oxidase 1,1.3.99.22,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,mdtK,Multidrug resistance protein MdtK,,Psychrobacter
NZ_QGGM01000008.1,accB,Biotin carboxyl carrier protein of acetyl-CoA carboxylase,,Psychrobacter
NZ_QGGM01000008.1,accC,Biotin carboxylase,6.3.4.14,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,leuA,2-isopropylmalate synthase,2.3.3.13,Psychrobacter
NZ_QGGM01000008.1,lrp,Leucine-responsive regulatory protein,,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,ubiB_4,putative protein kinase UbiB,2.7.-.-,Psychrobacter
NZ_QGGM01000008.1,moeB,Molybdopterin-synthase adenylyltransferase,2.7.7.80,Psychrobacter
NZ_QGGM01000008.1,prmC,Release factor glutamine methyltransferase,2.1.1.-,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,katG,Catalase-peroxidase,1.11.1.21,Psychrobacter
NZ_QGGM01000008.1,cbl,HTH-type transcriptional regulator cbl,,Psychrobacter
NZ_QGGM01000008.1,limB_2,Limonene 1%2C2-monooxygenase,1.14.13.107,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
